1,-0.96651,-0.81142,0.01595,-0.00958,0.00607,0.0036,0.0457,0.04489,-0.0049,-0.00469,0.01216,-0.00098,0.01442,0.00575,0.00998,-0.00747,-0.02887,-0.04094,-0.0156,-0.03563,-0.04156,-0.04607,-0.03875,-0.05603,0.00327,-0.0498,-0.08306,-0.06267
1,8.89376,3.33936,-0.00282,-0.04871,0.05213,0.03049,0.05697,0.02993,0.03204,0.02643,0.02093,0.00842,0.02221,0.01591,0.01983,0.00127,-0.0169,-0.00824,-0.00737,-0.01702,-0.02605,0.00005,-0.05396,-0.07023,-0.05412,-0.08695,-0.05445,-0.05338
1,2.92692,7.95468,-0.03579,-0.00489,-0.01869,-0.00293,0.0071,0.00178,-0.0165,-0.00407,-0.02325,-0.01263,-0.02057,-0.01292,-0.02584,-0.01236,-0.01458,-0.01203,-0.01872,0.00475,-0.01068,-0.02798,-0.03271,-0.01443,-0.03844,0.01097,-0.02687,-0.04111
1,-1.92139,-2.14761,-0.00608,-0.04432,0.01677,0.02743,0.03013,0.02801,0.00903,0.01928,0.00328,-0.01245,0.00478,-0.01391,0.00184,-0.01113,-0.01535,-0.01563,-0.0175,-0.01988,-0.01333,-0.01161,-0.04245,-0.05994,-0.06706,-0.08314,-0.0167,-0.03573
1,-0.00703,-1.77056,-0.02658,-0.02425,0.0018,0.00498,0.01453,0.01801,0.00642,0.00352,-0.04712,-0.03298,-0.04313,-0.02895,-0.05108,-0.03692,-0.05522,-0.05961,-0.04961,-0.05863,-0.06063,-0.06066,-0.07427,-0.07745,-0.07179,-0.0822,-0.07692,-0.07255
1,-2.07302,-2.79168,-0.04513,-0.01806,0.00113,-0.01692,-0.00547,-0.01837,-0.00299,-0.01488,-0.0357,-0.06211,-0.01402,-0.05662,-0.05665,-0.06749,0.01745,0.00133,0.01515,-0.00081,0.01967,0.00338,0.04295,0.02293,0.04708,0.02841,0.03876,0.01734
1,-3.24642,-2.22665,0.03992,0.00855,0.0355,0.03453,0.05438,0.03721,0.02973,0.03416,0.02577,0.02566,0.02631,0.01869,0.02534,0.03245,0.02622,0.01581,0.03069,0.02299,0.02203,0.009,-0.01524,-0.03042,-0.01042,-0.01947,-0.02059,-0.04236
1,-2.22414,0.50704,0.02677,0.01134,0.02909,0.02906,0.01377,0.01046,0.03837,0.0264,0.07147,0.07748,0.07258,0.08293,0.07058,0.07236,0.01794,0.01975,0.02245,0.01608,0.01362,0.0232,-0.03021,-0.00456,-0.03133,-0.00898,-0.02919,0.00006
1,-1.92102,-2.17777,-0.00767,0.00278,-0.03448,-0.02793,-0.01511,-0.02815,-0.02959,-0.02633,0.0035,0.00057,0.00086,-0.00724,0.00605,0.00808,-0.00365,0.01112,-0.00852,0.0152,0.00094,0.00729,0.01127,0.03376,0.01099,0.04789,0.01175,0.01906
1,-3.94305,-2.64861,0.02424,0.02998,0.01287,0.01968,-0.02634,-0.0155,0.01006,0.02422,0.03914,0.05693,0.03167,0.05689,0.04644,0.05701,-0.00056,0.01709,0.00332,0.01505,-0.00436,0.01901,0.02161,0.01628,0.01284,-0.01041,0.03052,0.04441
1,-0.26552,-1.99839,-0.02279,-0.00573,0.00746,-0.00829,0.03334,0.00932,-0.0034,-0.01204,-0.00921,-0.02595,-0.00344,-0.03132,-0.01476,-0.02074,-0.01095,-0.03457,0.00178,-0.02259,-0.02308,-0.046,0.01612,-0.02604,0.02156,0.00554,0.01046,-0.05924
1,-1.95013,-1.9185,0.01433,-0.01037,-0.00854,-0.01819,0.01358,0.01653,-0.01441,-0.0249,-0.00429,-0.01238,-0.00684,-0.01933,-0.00182,-0.00568,-0.03712,-0.04051,-0.03769,-0.04785,-0.03663,-0.0336,-0.06758,-0.06387,-0.06485,-0.06586,-0.07086,-0.06209
1,-3.1008,-2.90299,-0.01846,0.04172,-0.0007,0.01436,0.02147,0.04228,0.00572,0.01324,0.0122,-0.02066,0.01364,-0.00595,0.01081,-0.03492,0.02989,0.01761,0.03509,0.01976,0.02501,0.01559,-0.0021,-0.01563,0.00119,-0.01851,-0.00583,-0.01294
1,-3.17033,-2.48957,0.01762,-0.02997,-0.00606,-0.00564,0.01411,0.02846,-0.00436,-0.00608,0.03081,0.02017,0.04229,0.0116,0.01987,0.02853,0.01673,-0.00811,0.02083,0.00708,0.01279,-0.02261,0.00751,-0.00329,0.01625,0.01158,-0.00197,-0.01908
1,-3.03482,2.7518,0.00146,0.0022,-0.01514,0.01006,0.0041,0.04667,-0.02756,-0.0015,0.02956,0.04957,0.03881,0.05004,0.02073,0.04925,-0.0442,-0.00113,-0.04675,0.00831,-0.04187,-0.01009,-0.0857,0.00966,-0.08748,0.03285,-0.08397,-0.01462
1,-3.11672,-2.71277,-0.02696,-0.012,0.0269,0.03761,-0.01345,-0.01568,0.0295,0.03884,0.04234,0.05321,0.03468,0.04002,0.0499,0.06613,0.0679,0.07945,0.06924,0.0729,0.06675,0.08581,0.11328,0.10593,0.11568,0.08992,0.11101,0.12287
1,-1.93468,-2.19186,0.00453,0.00979,-0.00036,0.01274,0.00031,0.00076,-0.00186,0.01266,-0.06553,-0.05364,-0.06487,-0.04924,-0.06632,-0.05801,-0.04724,-0.02673,-0.05649,-0.02198,-0.0385,-0.03125,-0.09549,-0.05172,-0.10761,-0.04974,-0.08307,-0.05408
1,-0.00673,-0.42069,-0.00937,-0.01701,0.01549,0.02108,-0.0115,-0.02101,0.01867,0.02742,0.00543,0.01599,0.01378,0.01287,-0.0026,0.01904,0.0168,0.03648,0.02538,0.02992,0.00868,0.04275,-0.02131,-0.01267,-0.0129,-0.01972,-0.03046,-0.00558
1,-2.01386,-1.7776,0.06375,0.0616,0.03548,0.04472,0.04894,0.05559,0.01984,0.02479,0.05406,0.06254,0.04935,0.06033,0.0587,0.06476,0.05464,0.06673,0.06048,0.07177,0.04922,0.06208,0.07383,0.07187,0.07809,0.0729,0.06935,0.07065
1,-0.9752,-2.15099,-0.02218,0.00513,-0.0243,-0.02168,-0.01329,-0.02784,-0.03052,-0.02145,0.00397,0.03296,0.00741,0.0353,0.00072,0.03087,-0.02922,-0.02262,-0.02796,-0.02534,-0.03048,-0.02011,0.00166,-0.01297,-0.00155,-0.00585,0.00509,-0.02048
1,-1.94058,-1.03264,0.00891,0.01888,0.00487,0.01809,0.00914,0.0256,0.00106,0.00548,0.01061,0.00356,0.01324,0.01057,0.00808,-0.00322,0.00088,0.00459,0.003,0.00602,-0.00109,0.00327,0.01815,0.04176,0.03056,0.03339,0.00537,0.05107
1,-2.85741,-1.65933,0.03665,0.01072,0.02636,0.01507,0.02309,0.00084,0.03045,0.01812,-0.01885,-0.03582,-0.01285,-0.03792,-0.02468,-0.03387,-0.00288,-0.01936,0.00787,-0.00899,-0.01305,-0.02921,0.00066,-0.03392,0.02319,-0.03049,-0.02291,-0.03764
1,-0.92467,-0.22285,-0.03335,-0.03469,-0.00985,-0.02847,0.00343,-0.02534,-0.01153,-0.02616,0.0114,-0.03833,0.01491,-0.03451,0.00803,-0.04214,-0.03913,-0.05417,-0.0349,-0.05251,-0.04324,-0.05587,-0.09987,-0.08848,-0.09053,-0.08866,-0.10986,-0.08843
1,10.92056,3.03077,-0.00236,-0.02058,-0.01619,-0.02475,0.00568,0.00956,-0.02003,-0.02985,-0.0411,-0.04757,-0.0413,-0.05085,-0.04099,-0.04453,-0.00386,-0.00983,-0.01563,-0.0194,0.00729,-0.00079,0.00335,-0.01078,-0.01053,-0.02037,0.01811,-0.00076
1,5.10716,17.39671,-0.02669,0.00038,-0.00365,0.01114,-0.00563,0.01398,-0.00371,0.00862,-0.03763,-0.03503,-0.05083,-0.05786,-0.025,-0.01309,-0.06229,-0.0648,-0.05984,-0.05691,-0.06471,-0.07238,-0.0316,-0.05687,-0.0279,-0.04328,-0.03531,-0.07124
1,-3.21141,-2.64514,0.01355,-0.04091,0.00858,-0.00253,0.01937,0.02091,0.0027,0.00028,-0.02481,-0.02118,-0.02874,-0.02254,-0.02106,-0.01986,0.02343,-0.00206,0.01858,0.00518,0.02813,-0.0089,0.05992,-0.03462,0.05266,-0.03954,0.06834,-0.02929
1,-3.07255,3.29146,0.03474,0.02611,-0.0274,-0.0335,-0.01926,-0.02261,-0.02775,-0.0396,-0.00974,-0.02353,-0.0103,-0.01435,-0.00926,-0.0325,-0.00538,-0.02009,-0.00532,-0.01546,-0.00544,-0.02453,0.03035,0.0104,0.03597,0.01881,0.02465,0.00169
1,-2.09536,-1.77901,0.0801,0.05921,0.0114,0.02087,0.01003,0.01173,0.01304,0.02146,0.03478,0.03929,0.04326,0.04133,0.02669,0.03742,0.03472,0.02748,0.03707,0.03326,0.03246,0.02198,0.02052,0.02617,0.02875,0.0363,0.01157,0.01541
1,-3.24961,-2.18861,-0.02003,-0.02587,-0.01869,0.00827,0.01313,0.05129,-0.02994,-0.00218,0.03073,0.04821,0.03457,0.04751,0.02706,0.04897,0.01585,0.0217,0.0224,0.02993,0.00964,0.0139,0.05799,0.06258,0.06326,0.07942,0.05267,0.04504
1,-3.15173,-2.29429,0.01691,0.00903,0.00984,0.02175,0.01222,0.03834,0.00715,0.01716,-0.02262,-0.00397,-0.03396,-0.00145,-0.0117,-0.00636,-0.0068,-0.00717,-0.00717,-0.00507,-0.00644,-0.00915,-0.00372,-0.01644,-0.00173,-0.02528,-0.00601,-0.00734
